#00#Wed Jun  2 14:57:30 2021#ListeOddity_1.txt
Vowel	Sound Files	Response	FirstResponse	Result	Response Time	NbErreurs	nbRepetitions
a_mat_F06-v_mutt_F07-v_mutt_F05	a	1	1	1	0.46680410800036043	0	1
v_putt_F05-v_putt_F07-a_pat_F08	a	3	2	0	0.0467965979478322	4	0
I_bean_H07-i_bin_H04-I_bean_H08	i	2	3	0	0.7270589210093021	3	1
I_cheap_F05-I_cheap_F07-i_chip_F09	i	3	3	1	0.8905600539874285	0	1
I_beak_H06-i_bik_H08-I_beak_H05	i	2	1	0	0.6221768499817699	2	0
A_mart_H08-v_mutt_H04-A_mart_H05	v	2	1	0	1.2492116570356302	2	0
v_cup_F05-v_cup_F06-a_cap_F07	a	3	3	1	0.6922824530047365	0	0
v_putt_H05-v_putt_H07-a_pat_H08	a	3	3	1	0.5681843209895305	0	0
I_beak_H06-I_beak_H05-i_bik_H09	i	3	3	1	0.4959858360234648	0	0
A_lark_F05-A_lark_F04-v_luck_F08	v	3	3	1	0.6519935659598559	0	0
a_cap_F07-v_cup_F09-v_cup_F05	a	1	1	1	0.8737607339862734	0	0
a_cap_F08-v_cup_F05-a_cap_F07	v	2	2	1	0.9689601139980368	0	0
i_bin_F08-i_bin_F09-I_bean_F07	I	3	3	1	0.4995204000151716	0	1
v_luck_H05-a_lack_H06-v_luck_H07	a	2	2	1	1.1017209219862707	0	0
i_bik_F08-i_bik_F05-I_beak_F04	I	3	3	1	0.33266281796386465	0	0
v_luck_F05-a_lack_F06-v_luck_F07	a	2	2	1	0.6046884210081771	0	0
v_cup_F07-a_cap_F08-v_cup_F04	a	2	2	1	0.5586499850032851	0	0
I_bean_F07-i_bin_F04-I_bean_F08	i	2	2	1	0.6835914809489623	0	0
a_mat_H04-a_mat_H05-v_mutt_H08	v	3	3	1	0.19249719398794696	0	0
a_pat_H09-v_putt_H06-v_putt_H07	a	1	1	1	2.206569727975875	0	0
i_lick_F09-I_leak_F08-I_leak_F07	i	1	1	1	0.40059491799911484	0	0
a_lack_F05-v_luck_F09-a_lack_F06	v	2	2	1	0.5735169340041466	0	0
a_mat_H06-v_mutt_H07-v_mutt_H05	a	1	1	1	0.7775385919958353	0	0
I_bean_H04-I_bean_H05-i_bin_H09	i	3	3	1	0.04528752696933225	0	0
v_cup_H05-v_cup_H06-a_cap_H07	a	3	3	1	1.1697860370040871	0	0
v_cup_F07-A_carp_F04-A_carp_F09	v	1	1	1	0.6316489010350779	0	1
a_pat_F09-v_putt_F06-v_putt_F07	a	1	1	1	0.9913320760242641	0	1
A_lark_H07-v_luck_H09-v_luck_H05	A	1	1	1	0.648153165995609	0	0
v_cup_F06-a_cap_F07-a_cap_F04	v	1	1	1	1.1054915440035984	0	0
v_mutt_H05-A_mart_H08-A_mart_H06	v	1	3	0	0.49365163198672235	2	0

#TotalErreurs#13TempsTotal#4min 5sec
