#00#Thu May 06 14:54:18 2021#ListeOddity_2.txt
Vowel	Sound Files	Response	FirstResponse	Result	Response Time	NbErreurs	nbRepetitions
A_barn_H07-A_barn_H06-v_bun_H05	v	3	1	0	0.2302849292755127	2	0
a_cad_H05-a_cad_H07-v_cud_H09	v	3	3	1	1.0735950469970703	0	0
I_seek_F09-i_sick_F08-i_sick_F06	I	1	1	1	0.36971092224121094	0	0
A_barn_F07-A_barn_F06-v_bun_F05	v	3	3	1	0.1667172908782959	0	2
i_kip_F06-i_kip_F05-I_keep_F07	I	3	3	1	0.11768603324890137	0	0
a_ban_H09-v_bun_H06-v_bun_H07	a	1	1	1	0.3004879951477051	0	0
I_keep_H05-I_keep_H08-i_kip_H04	i	3	3	1	2.8895769119262695	0	1
v_puck_F04-v_puck_F08-A_park_F06	A	3	3	1	0.9100501537322998	0	0
v_bun_F09-a_ban_F05-v_bun_F07	a	2	2	1	1.487030029296875	0	0
A_cart_F09-v_cut_F05-v_cut_F07	A	1	1	1	0.07579493522644043	0	1
a_lack_H06-v_puck_H04-v_puck_H09	a	1	3	0	0.17253971099853516	2	0
i_kip_H06-i_kip_H05-I_keep_H07	I	3	3	1	0.08676886558532715	0	1
I_seek_F09-i_sick_F04-I_seek_F07	i	2	2	1	0.2576780319213867	0	0
A_barn_H07-v_bun_H06-A_barn_H05	v	2	1	0	0.35234522819519043	2	0
v_puck_H08-A_park_H06-A_park_H04	v	1	1	1	0.9055781364440918	0	0
A_card_H08-v_cud_H06-v_cud_H09	A	1	1	1	1.0296189785003662	0	0
v_cud_H05-v_cud_H06-a_cad_H07	a	3	3	1	0.3351008892059326	0	0
i_did_H08-i_did_H09-I_deed_H07	I	3	3	1	1.5209171772003174	0	0
a_lack_H05-v_puck_H09-a_lack_H06	v	2	2	1	0.2563157081604004	0	0
I_keep_F05-i_kip_F04-i_kip_F08	I	1	1	1	0.19747185707092285	0	0
I_deed_F04-I_deed_F05-i_did_F09	i	3	3	1	0.08377671241760254	0	0
A_tart_H06-A_tart_H09-v_tut_H07	v	3	3	1	0.6881592273712158	0	0
v_bun_H09-v_bun_H04-A_barn_H08	A	3	1	0	0.1655559539794922	2	0
v_cud_F06-a_cad_F07-a_cad_F04	v	1	1	1	0.07959604263305664	0	0
i_pick_F05-i_pick_F08-I_peak_F04	I	3	3	1	0.23974990844726562	0	0
v_bun_F09-v_bun_F04-A_barn_F08	A	3	3	1	1.0025711059570312	0	0
I_keep_F05-I_keep_F08-i_kip_F04	i	3	3	1	1.1239938735961914	0	0
v_cut_F06-v_cut_F09-a_cat_F08	a	3	3	1	0.6613171100616455	0	0
I_deed_H07-i_did_H04-I_deed_H08	i	2	2	1	0.3784627914428711	0	0
v_tut_H05-a_tat_H08-v_tut_H06	a	2	2	1	0.2632932662963867	0	0

#TotalErreurs#8TempsTotal#3min 33sec
#00#Wed May 19 15:27:22 2021#ListeOddity_2.txt
Vowel	Sound Files	Response	FirstResponse	Result	Response Time	NbErreurs	nbRepetitions
v_puck_F09-A_park_F05-v_puck_F07	A	2	2	1	1.168271780014038	0	1
i_sick_H04-I_seek_H05-i_sick_H09	I	2	1	0	0.31557583808898926	2	1
I_seek_F09-i_sick_F04-I_seek_F07	i	2	2	1	0.49690794944763184	0	0
a_cad_H07-v_cud_H09-v_cud_H05	a	1	1	1	0.4146852493286133	0	0
v_bun_H09-v_bun_H04-A_barn_H08	A	3	3	1	1.2511811256408691	0	1
I_teak_H07-i_tick_H05-i_tick_H08	I	1	3	0	2.4263601303100586	2	1
v_cut_F06-v_cut_F09-a_cat_F08	a	3	3	1	0.6111838817596436	0	0
v_cud_H09-A_card_H08-v_cud_H05	A	2	2	1	0.26197314262390137	0	1
v_cut_F08-a_cat_F07-a_cat_F04	v	1	1	1	0.43593406677246094	0	0
i_pick_F05-i_pick_F08-I_peak_F04	I	3	3	1	0.4994039535522461	0	0
a_cad_H08-v_cud_H05-a_cad_H07	v	2	2	1	0.33478212356567383	0	0
v_cut_H05-A_cart_H09-v_cut_H04	A	2	2	1	0.1891920566558838	0	1
i_kip_F07-I_keep_F04-i_kip_F06	I	2	2	1	0.06612873077392578	0	1
v_cut_H06-a_cat_H07-v_cut_H08	a	2	2	1	0.32448291778564453	0	0
v_cud_F07-v_cud_F08-A_card_F09	A	3	3	1	2.1823060512542725	0	0
v_cud_F07-A_card_F04-A_card_F09	v	1	1	1	0.10412383079528809	0	0
i_pick_F09-I_peak_F08-i_pick_F07	I	2	1	0	0.3822011947631836	2	1
a_ban_F09-v_bun_F06-v_bun_F07	a	1	1	1	0.3486478328704834	0	1
I_keep_F05-i_kip_F04-i_kip_F08	I	1	1	1	0.23250508308410645	0	0
a_cad_F05-a_cad_F07-v_cud_F09	v	3	3	1	1.109525203704834	0	0
i_kip_F06-i_kip_F05-I_keep_F07	I	3	3	1	0.2497241497039795	0	0
A_tart_H06-A_tart_H09-v_tut_H07	v	3	3	1	0.12587904930114746	0	2
a_lack_F06-v_puck_F04-v_puck_F09	a	1	1	1	1.4251010417938232	0	1
i_did_F04-I_deed_F09-I_deed_F07	i	1	1	1	0.6118669509887695	0	0
a_ban_H08-a_ban_H06-v_bun_H04	v	3	1	0	0.1884760856628418	2	1
v_cud_F07-a_cad_F08-v_cud_F04	a	2	2	1	2.237863063812256	0	1
v_puck_H04-v_puck_H08-A_park_H06	A	3	1	0	0.3363230228424072	2	1
A_card_F05-A_card_F09-v_cud_F04	v	3	3	1	2.440371036529541	0	1
i_kip_F07-I_keep_F04-I_keep_F05	i	1	3	0	0.30526304244995117	2	0
v_tut_H05-v_tut_H07-A_tart_H08	A	3	3	1	0.28093576431274414	0	0

#TotalErreurs#12TempsTotal#3min 55sec
