#00#Thu May 06 18:16:33 2021#ListeOddity_2.txt
Vowel	Sound Files	Response	FirstResponse	Result	Response Time	NbErreurs	nbRepetitions
I_seek_F09-i_sick_F08-i_sick_F06	I	1	1	1	0.32202601432800293	0	0
A_park_F05-A_park_F04-v_puck_F08	v	3	3	1	0.3283510208129883	0	0
v_tut_F05-v_tut_F07-A_tart_F08	A	3	3	1	1.7787392139434814	0	0
v_bun_F08-A_barn_F09-v_bun_F05	A	2	1	0	0.3789398670196533	2	1
a_ban_F06-v_bun_F04-a_ban_F08	v	2	2	1	0.38773036003112793	0	0
I_seek_F08-I_seek_F07-i_sick_F05	i	3	1	0	0.48588013648986816	3	1
A_barn_F07-A_barn_F06-v_bun_F05	v	3	3	1	0.7269220352172852	0	1
v_tut_H05-A_tart_H08-A_tart_H06	v	1	1	1	0.821465015411377	0	0
i_did_H09-I_deed_H06-i_did_H08	I	2	2	1	0.31595897674560547	0	0
a_tat_H04-v_tut_H06-a_tat_H09	v	2	3	0	0.32014894485473633	2	1
I_peak_H04-i_pick_H09-I_peak_H06	i	2	2	1	0.7841010093688965	0	0
i_did_H08-i_did_H09-I_deed_H07	I	3	3	1	1.321307897567749	0	0
v_cut_H04-v_cut_H05-A_cart_H09	A	3	3	1	0.21913599967956543	0	0
A_park_F07-v_puck_F09-v_puck_F05	A	1	1	1	0.634040117263794	0	0
v_bun_F04-a_ban_F05-a_ban_F06	v	1	1	1	0.31845712661743164	0	0
A_park_H04-v_puck_H05-A_park_H07	v	2	2	1	0.26697874069213867	0	0
v_cud_H09-A_card_H08-v_cud_H05	A	2	2	1	0.4666860103607178	0	1
i_sick_H04-I_seek_H05-i_sick_H09	I	2	2	1	0.41068410873413086	0	0
I_keep_H05-I_keep_H08-i_kip_H04	i	3	2	0	0.7306067943572998	3	2
I_teak_F07-i_tick_F05-i_tick_F08	I	1	1	1	0.44008684158325195	0	3
A_park_H05-A_park_H04-v_puck_H08	v	3	3	1	0.6046679019927979	0	0
I_deed_H06-i_did_H09-i_did_H07	I	1	1	1	0.8314559459686279	0	2
i_sick_H08-i_sick_H09-I_seek_H06	I	3	3	1	1.6938738822937012	0	2
v_cut_F05-A_cart_F04-A_cart_F07	v	1	1	1	0.3527548313140869	0	0
I_seek_H09-i_sick_H08-i_sick_H06	I	1	2	0	0.2402961254119873	2	2
a_tat_H04-a_tat_H05-v_tut_H08	v	3	3	1	0.19397878646850586	0	1
v_tut_H09-v_tut_H05-a_tat_H06	a	3	3	1	0.165208101272583	0	0
i_kip_H06-i_kip_H05-I_keep_H07	I	3	3	1	1.833223819732666	0	2
A_park_H07-v_puck_H09-v_puck_H05	A	1	1	1	0.8111391067504883	0	0
v_bun_H09-v_bun_H04-A_barn_H08	A	3	3	1	0.53653883934021	0	0

#TotalErreurs#12TempsTotal#6min 15sec
