#00#Sat Feb 06 18:48:50 2021#ListeOddity_1.txt
Vowel	Sound Files	Response	FirstResponse	Result	Response Time	NbErreurs	nbRepetitions
a_back_F05-v_buck_F08-v_buck_F07	a	1	3	0	0.1033179759979248	2	1
I_bean_F04-I_bean_F05-i_bin_F09	i	3	1	0	0.5102109909057617	2	0
a_lack_H06-v_luck_H04-v_luck_H09	a	1	3	0	1.940032958984375	3	0
I_bean_H04-I_bean_H05-i_bin_H09	i	3	3	1	0.1875779628753662	0	0
A_part_H07-A_part_H06-v_putt_H05	v	3	3	1	1.9382810592651367	0	0
v_mutt_H06-A_mart_H09-v_mutt_H05	A	2	2	1	1.8228416442871094	0	0
v_buck_H05-A_bark_H09-v_buck_H04	A	2	2	1	1.1928818225860596	0	0
I_bean_H06-i_bin_H09-i_bin_H07	I	1	1	1	4.582310914993286	0	0
A_lark_H05-A_lark_H04-v_luck_H08	v	3	3	1	1.2677478790283203	0	0
i_lick_H09-I_leak_H08-I_leak_H07	i	1	1	1	0.8596360683441162	0	0
v_buck_H05-A_bark_H04-A_bark_H07	v	1	3	0	4.403604030609131	2	0
v_putt_F09-v_putt_F04-A_part_F08	A	3	3	1	0.3786752223968506	0	0
I_beak_F06-I_beak_F05-i_bik_F09	i	3	1	0	1.4056549072265625	2	0
i_min_H06-i_min_H05-I_mean_H07	I	3	3	1	0.3422729969024658	0	0
A_lark_H04-v_luck_H05-A_lark_H07	v	2	2	1	2.027341842651367	0	1
i_lick_F04-I_leak_F05-i_lick_F09	I	2	2	1	2.861294746398926	0	0
v_buck_F04-v_buck_F05-A_bark_F09	A	3	3	1	0.642982006072998	0	0
v_putt_F04-a_pat_F05-a_pat_F06	v	1	1	1	0.7971339225769043	0	0
i_bik_F09-I_beak_F07-I_beak_F06	i	1	1	1	2.487301826477051	0	1
a_mat_H06-v_mutt_H07-v_mutt_H05	a	1	1	1	0.7703838348388672	0	0
v_buck_F08-a_back_F07-a_back_F04	v	1	1	1	0.6714920997619629	0	0
v_buck_F05-A_bark_F04-A_bark_F07	v	1	1	1	0.45544910430908203	0	0
i_chip_H07-I_cheap_H09-I_cheap_H04	i	1	3	0	0.35950279235839844	3	0
A_mart_H06-A_mart_H09-v_mutt_H07	v	3	3	1	2.258307933807373	0	0
v_luck_F05-a_lack_F06-v_luck_F07	a	2	2	1	2.2735981941223145	0	0
a_pat_F09-v_putt_F06-v_putt_F07	a	1	1	1	1.5709781646728516	0	0
I_cheap_H04-i_chip_H09-I_cheap_H06	i	2	2	1	2.147930860519409	0	0
i_lick_F09-I_leak_F08-I_leak_F07	i	1	1	1	1.2278621196746826	0	0
I_bean_H07-i_bin_H04-I_bean_H08	i	2	2	1	1.3966243267059326	0	0
i_bik_H08-i_bik_H05-I_beak_H04	I	3	3	1	0.7814860343933105	0	0

#TotalErreurs#14TempsTotal#4min 35sec
#00#Sun Feb 07 14:14:21 2021#ListeOddity_1.txt
Vowel	Sound Files	Response	FirstResponse	Result	Response Time	NbErreurs	nbRepetitions
v_luck_F04-v_luck_F09-a_lack_F06	a	3	3	1	0.8908982276916504	0	0
a_mat_H04-a_mat_H05-v_mutt_H08	v	3	3	1	2.357959747314453	0	0
a_pat_F08-a_pat_F06-v_putt_F04	v	3	2	0	0.2095947265625	2	1
I_leak_F09-i_lick_F04-I_leak_F07	i	2	2	1	0.23235201835632324	0	0
v_cup_H05-v_cup_H06-a_cap_H07	a	3	3	1	0.9735579490661621	0	0
A_mart_H08-v_mutt_H04-A_mart_H05	v	2	2	1	0.7230010032653809	0	1
I_mean_H06-i_min_H07-I_mean_H05	i	2	2	1	0.2897641658782959	0	0
I_cheap_F04-i_chip_F07-i_chip_F05	I	1	3	0	2.1621899604797363	2	0
v_mutt_H09-v_mutt_H05-a_mat_H06	a	3	3	1	0.5475611686706543	0	0
i_lick_F08-i_lick_F09-I_leak_F06	I	3	3	1	0.46927618980407715	0	0
I_leak_H09-i_lick_H08-i_lick_H06	I	1	3	0	0.38915371894836426	3	0
A_lark_H05-A_lark_H04-v_luck_H08	v	3	3	1	0.4376521110534668	0	0
a_cap_F08-v_cup_F05-a_cap_F07	v	2	2	1	2.0664219856262207	0	0
