#00#Thu Feb 04 15:05:18 2021#ListeOddity_2.txt
Vowel	Sound Files	Response	FirstResponse	Result	Response Time	NbErreurs	nbRepetitions
i_pick_F09-I_peak_F08-i_pick_F07	I	2	2	1	0.8936536312103271	0	1
I_keep_H06-i_kip_H07-I_keep_H05	i	2	2	1	1.1222968101501465	0	2
v_cut_H06-a_cat_H07-v_cut_H08	a	2	2	1	0.6391439437866211	0	0
a_cat_H04-v_cut_H08-a_cat_H07	v	2	2	1	0.6014080047607422	0	0
v_cud_F06-a_cad_F07-a_cad_F04	v	1	1	1	1.4352672100067139	0	2
I_seek_F09-i_sick_F08-i_sick_F06	I	1	1	1	0.5480701923370361	0	0
v_bun_F08-A_barn_F09-v_bun_F05	A	2	2	1	0.6645140647888184	0	1
a_lack_F06-a_lack_F05-v_puck_F09	v	3	1	0	0.1535968780517578	2	4
v_tut_F08-a_tat_F09-a_tat_F04	v	1	1	1	1.2468712329864502	0	0
v_cut_H06-v_cut_H09-a_cat_H08	a	3	3	1	1.9053277969360352	0	0
i_tick_F08-I_teak_F06-i_tick_F09	I	2	2	1	0.8038709163665771	0	1
i_sick_F09-I_seek_F08-I_seek_F07	i	1	1	1	1.091210126876831	0	0
v_cud_H07-a_cad_H08-v_cud_H04	a	2	2	1	0.5229082107543945	0	1
v_cud_F07-v_cud_F08-A_card_F09	A	3	3	1	0.6622488498687744	0	0
A_cart_F09-A_cart_F04-v_cut_F09	v	3	3	1	0.4884037971496582	0	0
v_tut_H05-a_tat_H08-v_tut_H06	a	2	2	1	0.24906492233276367	0	0
i_kip_F07-I_keep_F04-i_kip_F06	I	2	2	1	0.22053790092468262	0	1
i_pick_F07-I_peak_F09-I_peak_F04	i	1	1	1	0.6037569046020508	0	0
v_tut_F05-v_tut_F07-A_tart_F08	A	3	3	1	0.40801310539245605	0	0
a_tat_F06-v_tut_F07-v_tut_F05	a	1	1	1	0.5612621307373047	0	2
A_cart_H09-v_cut_H05-v_cut_H07	A	1	2	0	1.352630853652954	2	2
i_kip_H06-i_kip_H05-I_keep_H07	I	3	3	1	0.20963287353515625	0	1
I_teak_F07-i_tick_F05-i_tick_F08	I	1	1	1	0.874561071395874	0	1
I_deed_H06-i_did_H09-i_did_H07	I	1	1	1	1.0105960369110107	0	0
i_did_F09-I_deed_F06-i_did_F08	I	2	2	1	0.7353830337524414	0	0
v_cud_H07-A_card_H04-A_card_H09	v	1	3	0	0.30788516998291016	2	1
a_ban_F06-v_bun_F04-a_ban_F08	v	2	2	1	0.3466000556945801	0	1
v_tut_H05-A_tart_H08-A_tart_H06	v	1	1	1	0.6294381618499756	0	0
v_puck_F05-a_lack_F06-v_puck_F07	a	2	1	0	0.2700459957122803	2	1
A_barn_F09-v_bun_F04-v_bun_F05	A	1	1	1	0.7220139503479004	0	0

#TotalErreurs#8TempsTotal#4min 40sec
