#00#Tue Apr 20 14:45:46 2021#ListeOddity_1.txt
Vowel	Sound Files	Response	FirstResponse	Result	Response Time	NbErreurs	nbRepetitions
I_mean_F05-I_mean_F08-i_min_F04	i	3	3	1	0.8681120872497559	0	0
i_bin_F09-I_bean_F06-i_bin_F08	I	2	2	1	0.08537125587463379	0	1
A_carp_H05-v_cup_H06-A_carp_H07	v	2	3	0	0.688072919845581	3	0
I_bean_F06-i_bin_F09-i_bin_F07	I	1	1	1	0.8368749618530273	0	0
A_lark_F05-A_lark_F04-v_luck_F08	v	3	3	1	0.09681200981140137	0	1
a_lack_F06-v_luck_F04-v_luck_F09	a	1	1	1	2.187011957168579	0	1
i_bik_H08-I_beak_H06-i_bik_H09	I	2	3	0	0.732374906539917	2	2
a_mat_F06-v_mutt_F07-v_mutt_F05	a	1	2	0	0.34264612197875977	2	0
v_cup_F07-a_cap_F08-v_cup_F04	a	2	2	1	0.7116811275482178	0	1
v_cup_F07-A_carp_F04-A_carp_F09	v	1	1	1	1.7339577674865723	0	0
v_luck_H09-A_lark_H05-v_luck_H07	A	2	3	0	0.26453709602355957	3	1
I_bean_F07-i_bin_F04-I_bean_F08	i	2	2	1	0.8382411003112793	0	0
A_part_H07-v_putt_H06-A_part_H05	v	2	1	0	0.6825480461120605	2	1
I_mean_H05-i_min_H04-i_min_H08	I	1	2	0	0.6812918186187744	2	0
a_back_H04-v_buck_H08-a_back_H07	v	2	2	1	0.2844400405883789	0	1
v_putt_F05-v_putt_F07-a_pat_F08	a	3	2	0	1.1565680503845215	2	1
A_lark_H04-v_luck_H05-A_lark_H07	v	2	2	1	0.11922407150268555	0	1
I_bean_F04-I_bean_F05-i_bin_F09	i	3	2	0	1.1553521156311035	2	0
i_chip_H09-I_cheap_H08-i_chip_H07	I	2	1	0	0.9415709972381592	2	0
I_leak_H09-i_lick_H08-i_lick_H06	I	1	2	0	0.5617568492889404	2	1
i_chip_F05-i_chip_F08-I_cheap_F04	I	3	3	1	0.34174275398254395	0	0
v_luck_F05-a_lack_F04-a_lack_F08	v	1	1	1	0.4368000030517578	0	1
