#00#Thu Feb 04 17:46:57 2021#ListeOddity_1.txt
Vowel	Sound Files	Response	FirstResponse	Result	Response Time	NbErreurs	nbRepetitions
A_lark_H04-v_luck_H05-A_lark_H07	v	2	1	0	0.809326171875	3	1
i_bin_H09-I_bean_H06-i_bin_H08	I	2	1	0	0.5254170894622803	4	0
i_min_F07-I_mean_F04-i_min_F06	I	2	2	1	3.8818411827087402	0	0
v_putt_F04-a_pat_F05-a_pat_F06	v	1	1	1	1.4648628234863281	0	0
a_pat_F09-v_putt_F06-v_putt_F07	a	1	1	1	1.1069397926330566	0	0
v_buck_H05-A_bark_H09-v_buck_H04	A	2	2	1	1.2571072578430176	0	0
i_min_H07-I_mean_H04-i_min_H06	I	2	2	1	1.682851791381836	0	0
v_mutt_F09-v_mutt_F05-a_mat_F06	a	3	3	1	1.711388349533081	0	0
i_bin_F04-I_bean_F09-I_bean_F07	i	1	1	1	1.6248409748077393	0	0
i_bik_H08-I_beak_H06-i_bik_H09	I	2	2	1	1.4706077575683594	0	0
v_mutt_F05-a_mat_F08-v_mutt_F06	a	2	2	1	1.0781702995300293	0	0
i_min_H07-I_mean_H04-I_mean_H05	i	1	1	1	3.057070016860962	0	0
v_mutt_H05-v_mutt_H07-A_mart_H08	A	3	3	1	1.1945140361785889	0	0
A_part_H07-A_part_H06-v_putt_H05	v	3	3	1	1.7510969638824463	0	0
a_pat_F06-v_putt_F04-a_pat_F08	v	2	2	1	1.3445079326629639	0	0
A_bark_F09-A_bark_F04-v_buck_F09	v	3	3	1	1.2727489471435547	0	0
A_part_F09-v_putt_F04-v_putt_F05	A	1	1	1	1.384216070175171	0	0
I_cheap_H05-I_cheap_H07-i_chip_H09	i	3	3	1	1.5433926582336426	0	0
v_buck_H06-a_back_H07-v_buck_H08	a	2	2	1	4.375542879104614	0	0
v_mutt_H09-v_mutt_H05-a_mat_H06	a	3	3	1	1.3177828788757324	0	0
I_leak_H09-i_lick_H04-I_leak_H07	i	2	2	1	1.319518804550171	0	0
v_cup_H06-a_cap_H07-a_cap_H04	v	1	1	1	1.2065558433532715	0	0
A_mart_F08-v_mutt_F04-A_mart_F05	v	2	2	1	4.637071132659912	0	0
a_mat_H04-v_mutt_H06-a_mat_H09	v	2	2	1	0.9428277015686035	0	0
I_bean_F06-i_bin_F09-i_bin_F07	I	1	1	1	1.478464126586914	0	0
i_chip_H07-I_cheap_H09-I_cheap_H04	i	1	1	1	1.4462547302246094	0	0
i_lick_H04-I_leak_H05-i_lick_H09	I	2	2	1	1.397536039352417	0	0
v_mutt_H06-A_mart_H09-v_mutt_H05	A	2	2	1	1.519538164138794	0	0
a_lack_F05-v_luck_F09-a_lack_F06	v	2	2	1	1.3451640605926514	0	0
v_cup_F09-A_carp_F08-v_cup_F05	A	2	2	1	1.0684030055999756	0	0

#TotalErreurs#7TempsTotal#4min 15sec
#00#Fri Feb 05 14:09:36 2021#ListeOddity_1.txt
Vowel	Sound Files	Response	FirstResponse	Result	Response Time	NbErreurs	nbRepetitions
A_mart_F06-A_mart_F09-v_mutt_F07	v	3	3	1	1.9003729820251465	0	0
v_cup_H07-A_carp_H04-A_carp_H09	v	1	1	1	1.7820348739624023	0	0
i_min_F07-I_mean_F04-i_min_F06	I	2	2	1	2.5241549015045166	0	0
i_chip_H07-I_cheap_H09-I_cheap_H04	i	1	1	1	1.3757410049438477	0	0
v_mutt_F06-A_mart_F09-v_mutt_F05	A	2	2	1	1.3749089241027832	0	0
A_carp_F05-A_carp_F09-v_cup_F04	v	3	3	1	2.25714373588562	0	0
v_luck_H05-a_lack_H06-v_luck_H07	a	2	2	1	1.9537720680236816	0	0
A_mart_H06-A_mart_H09-v_mutt_H07	v	3	3	1	3.594741106033325	0	0
a_lack_F06-a_lack_F05-v_luck_F09	v	3	3	1	4.36371922492981	0	0
I_cheap_H04-i_chip_H07-i_chip_H05	I	1	1	1	2.641503095626831	0	0
v_putt_H08-A_part_H09-v_putt_H05	A	2	2	1	5.296986103057861	0	0
v_mutt_F08-a_mat_F09-a_mat_F04	v	1	1	1	21.412768125534058	0	0
A_mart_H07-v_mutt_H05-v_mutt_H09	A	1	1	1	5.236783981323242	0	0
A_lark_F07-v_luck_F09-v_luck_F05	A	1	1	1	6.025625944137573	0	0
a_pat_F06-v_putt_F04-a_pat_F08	v	2	2	1	2.8933260440826416	0	0
