#00#Tue May 18 19:17:20 2021#ListeOddity_2.txt
Vowel	Sound Files	Response	FirstResponse	Result	Response Time	NbErreurs	nbRepetitions
v_cud_F06-a_cad_F07-a_cad_F04	v	1	1	1	0.3129100109999854	0	1
I_peak_F04-i_pick_F09-I_peak_F06	i	2	2	1	0.3275435680006922	0	2
v_cut_H06-a_cat_H07-v_cut_H08	a	2	2	1	0.33582338499945763	0	1
i_sick_H08-i_sick_H09-I_seek_H06	I	3	3	1	0.35333813299985195	0	3
I_keep_F05-I_keep_F08-i_kip_F04	i	3	3	1	0.45554369399906136	0	0
A_cart_F09-A_cart_F04-v_cut_F09	v	3	3	1	0.33437429599871393	0	1
A_park_H07-v_puck_H09-v_puck_H05	A	1	1	1	0.5287177619993599	0	2
a_cad_H07-v_cud_H09-v_cud_H05	a	1	3	0	0.340849865000564	2	1
A_barn_H07-A_barn_H06-v_bun_H05	v	3	3	1	0.31293491199903656	0	1
v_cut_F05-A_cart_F09-v_cut_F04	A	2	2	1	0.5179469499998959	0	0
I_seek_F09-i_sick_F04-I_seek_F07	i	2	2	1	0.3462837919996673	0	1
v_tut_H08-a_tat_H09-a_tat_H04	v	1	1	1	0.45415316199978406	0	0
i_pick_F07-I_peak_F09-I_peak_F04	i	1	1	1	0.4717649510002957	0	1
a_cad_F08-v_cud_F05-a_cad_F07	v	2	2	1	0.31261105699923064	0	1
a_lack_F06-v_puck_F04-v_puck_F09	a	1	1	1	0.2288091299997177	0	0
A_card_H05-v_cud_H06-A_card_H07	v	2	3	0	0.6713909360005346	2	2
I_seek_H08-I_seek_H07-i_sick_H05	i	3	2	0	0.04082096099955379	3	0
v_puck_H08-A_park_H06-A_park_H04	v	1	3	0	0.3191743100014719	2	2
v_cud_H06-a_cad_H07-a_cad_H04	v	1	1	1	0.5572293109999009	0	0
v_bun_H09-a_ban_H05-v_bun_H07	a	2	2	1	0.3236051240000961	0	1
A_barn_F09-v_bun_F04-v_bun_F05	A	1	3	0	0.042092431998753455	3	2
v_puck_H04-v_puck_H08-A_park_H06	A	3	1	0	0.04128663899973617	3	1
v_cut_H08-a_cat_H07-a_cat_H04	v	1	1	1	0.3778840739996667	0	1
a_tat_H04-a_tat_H05-v_tut_H08	v	3	3	1	0.47105928500059235	0	0
A_cart_F09-v_cut_F05-v_cut_F07	A	1	1	1	0.37082279899914283	0	0
A_card_H08-v_cud_H06-v_cud_H09	A	1	1	1	0.7944323629999417	0	1
a_cat_H04-v_cut_H08-a_cat_H07	v	2	2	1	0.048142016001293086	0	0
I_teak_H07-i_tick_H05-i_tick_H08	I	1	1	1	0.042629232000763295	0	1
v_bun_F09-v_bun_F04-A_barn_F08	A	3	3	1	0.10898185600126453	0	0
v_cud_H09-A_card_H08-v_cud_H05	A	2	3	0	0.041488439001113875	3	0

#TotalErreurs#18TempsTotal#5min 1sec
